142, 142, 133, 216, 216, 202, 202, 202, 202, 202, 223, 223, 202, 202, 202, 247, 247, 223, 202, 202, 202, 173, 173, 173, 167, 216, 216, 216, 216, 133, 133, 133,
142, 142, 133, 216, 202, 202, 202, 202, 202, 202, 202, 223, 202, 202, 247, 247, 247, 223, 202, 202, 202, 173, 173, 173, 167, 216, 216, 216, 216, 133, 133, 133,
142, 133, 133, 216, 202, 202, 202, 202, 202, 202, 202, 202, 223, 247, 247, 223, 223, 202, 202, 202, 173, 173, 173, 173, 216, 216, 216, 216, 133, 133, 133, 142,
142, 133, 133, 216, 202, 202, 202, 202, 202, 202, 202, 223, 223, 247, 247, 223, 202, 202, 202, 202, 173, 173, 173, 173, 216, 216, 216, 133, 133, 133, 142, 142,
142, 133, 133, 216, 202, 202, 202, 202, 202, 202, 202, 223, 223, 247, 247, 223, 202, 202, 202, 202, 173, 173, 173, 173, 216, 216, 216, 133, 133, 133, 142, 142,
142, 133, 133, 216, 202, 202, 202, 202, 202, 202, 223, 223, 247, 247, 247, 223, 202, 202, 202, 173, 173, 173, 173, 216, 216, 216, 216, 133, 133, 133, 142, 142,
133, 133, 216, 216, 202, 202, 202, 202, 202, 223, 223, 223, 223, 247, 223, 223, 202, 202, 173, 173, 173, 173, 173, 216, 216, 216, 133, 133, 133, 133, 142, 142,
133, 133, 216, 173, 173, 223, 223, 223, 223, 223, 247, 247, 223, 223, 223, 202, 202, 173, 173, 173, 173, 173, 216, 216, 216, 216, 133, 133, 133, 133, 142, 142,
133, 216, 216, 173, 223, 223, 247, 247, 247, 247, 247, 202, 202, 202, 202, 202, 202, 202, 202, 173, 173, 173, 216, 216, 216, 216, 133, 133, 133, 133, 142, 142,
133, 216, 216, 223, 223, 247, 247, 247, 247, 247, 202, 202, 202, 202, 202, 202, 202, 202, 202, 167, 173, 173, 216, 216, 216, 133, 133, 133, 133, 133, 142, 142,
133, 216, 173, 223, 247, 247, 247, 247, 202, 202, 202, 202, 202, 202, 202, 202, 202, 202, 173, 173, 173, 167, 216, 216, 216, 133, 133, 133, 133, 142, 142, 142,
216, 216, 223, 223, 247, 202, 247, 202, 202, 173, 167, 202, 202, 202, 202, 202, 202, 173, 167, 173, 216, 216, 216, 216, 133, 133, 133, 133, 133, 142, 142, 142,
216, 173, 223, 247, 247, 202, 247, 202, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 173, 216, 167, 216, 216, 133, 133, 133, 133, 133, 142, 142, 142, 142,
173, 223, 223, 247, 202, 247, 247, 202, 167, 173, 173, 167, 173, 216, 216, 216, 216, 167, 216, 216, 216, 133, 133, 133, 133, 133, 133, 167, 142, 142, 142, 142,
173, 223, 247, 247, 202, 247, 202, 173, 173, 173, 167, 216, 216, 216, 216, 216, 216, 216, 133, 133, 133, 133, 133, 133, 133, 142, 142, 142, 142, 167, 142, 142,
223, 223, 247, 247, 202, 247, 202, 167, 173, 173, 216, 216, 216, 216, 216, 216, 133, 133, 133, 167, 133, 133, 133, 142, 167, 142, 142, 142, 142, 142, 142, 142,
223, 247, 247, 202, 202, 247, 202, 173, 167, 216, 167, 216, 216, 216, 133, 133, 133, 133, 133, 133, 133, 142, 142, 142, 142, 142, 167, 142, 142, 142, 167, 142,
223, 247, 247, 202, 202, 247, 167, 173, 173, 216, 216, 216, 216, 133, 133, 133, 133, 133, 142, 142, 142, 142, 142, 167, 142, 142, 142, 167, 142, 142, 142, 142,
